,loss,accuracy,val_loss,val_accuracy,lr
0,9.728224754333496,0.9729874730110168,11.932376861572266,0.4977134168148041,1e-04
1,5.7825703620910645,0.9976744055747986,6.045251369476318,0.4977134168148041,1e-04
2,3.1752610206604004,0.9962432980537415,5.561313152313232,0.49695122241973877,1e-04
3,1.7039905786514282,0.9982110857963562,2.393016815185547,0.4603658616542816,1e-04
4,1.0599033832550049,0.9994633197784424,1.2121977806091309,0.8483231663703918,5e-05
5,0.7805702686309814,0.999821126461029,0.6879297494888306,0.9961889982223511,5e-05
6,0.5780115127563477,0.9992844462394714,0.49938109517097473,0.9984756112098694,5e-05
7,0.43023186922073364,1.0,0.37188154458999634,0.9992377758026123,5e-05
8,0.32462555170059204,0.999821126461029,0.2833643853664398,0.9992377758026123,5e-05
9,0.24947577714920044,0.9994633197784424,0.21804945170879364,0.9992377758026123,5e-05
10,0.19368712604045868,0.999821126461029,0.172124981880188,0.9992377758026123,5e-05
11,0.161421999335289,0.999821126461029,0.15188081562519073,1.0,2.5e-05
12,0.14403174817562103,0.999821126461029,0.13635346293449402,0.9992377758026123,2.5e-05
13,0.12996253371238708,0.9994633197784424,0.12448563426733017,0.9984756112098694,2.5e-05
14,0.11637759953737259,1.0,0.1119735985994339,0.9984756112098694,2.5e-05
15,0.10757408291101456,1.0,0.1060718223452568,0.9984756112098694,1.25e-05
16,0.10266716778278351,0.999821126461029,0.10095567256212234,0.9984756112098694,1.25e-05
17,0.09773889183998108,1.0,0.09692549705505371,0.9984756112098694,1.25e-05
18,0.09303051978349686,0.999821126461029,0.0926668718457222,0.9984756112098694,1.25e-05
19,0.09031293541193008,0.9996421933174133,0.09061888605356216,0.9984756112098694,6.25e-06
20,0.08781414479017258,0.999821126461029,0.0885540246963501,0.9984756112098694,6.25e-06
21,0.08569679409265518,1.0,0.08665697276592255,0.9984756112098694,6.25e-06
22,0.08399564027786255,0.999821126461029,0.0838562548160553,0.9984756112098694,6.25e-06
23,0.08247430622577667,1.0,0.08286993205547333,0.9984756112098694,3.125e-06
24,0.0816887840628624,0.999821126461029,0.08182859420776367,0.9984756112098694,3.125e-06
25,0.08051735162734985,1.0,0.081417016685009,0.9984756112098694,3.125e-06
26,0.08007808774709702,0.999821126461029,0.08021782338619232,0.9984756112098694,3.125e-06
27,0.07925794273614883,1.0,0.07979301363229752,0.9984756112098694,1.5625e-06
28,0.07811933010816574,1.0,0.0795554518699646,0.9984756112098694,1.5625e-06
29,0.07858796417713165,1.0,0.07909657806158066,0.9984756112098694,1.5625e-06
30,0.07801787555217743,0.999821126461029,0.07867604494094849,0.9984756112098694,1.5625e-06
31,0.07736936956644058,1.0,0.07837837189435959,0.9984756112098694,1e-06
32,0.07713401317596436,1.0,0.07808568328619003,0.9984756112098694,1e-06
33,0.0771176740527153,1.0,0.07781679183244705,0.9984756112098694,1e-06
34,0.0767626240849495,1.0,0.07759564369916916,0.9984756112098694,1e-06
35,0.07688471674919128,0.999821126461029,0.07720649242401123,0.9984756112098694,1e-06
36,0.07642209529876709,0.999821126461029,0.07692275196313858,0.9984756112098694,1e-06
37,0.07566595822572708,1.0,0.07677654176950455,0.9984756112098694,1e-06
38,0.07578685134649277,1.0,0.07643822580575943,0.9984756112098694,1e-06
39,0.07525680959224701,1.0,0.07602650672197342,0.9984756112098694,1e-06
40,0.07603462040424347,0.9994633197784424,0.07592245191335678,0.9984756112098694,1e-06
41,0.07511074095964432,0.999821126461029,0.07583703845739365,0.9984756112098694,1e-06
42,0.07488906383514404,0.999821126461029,0.0752924382686615,0.9984756112098694,1e-06
43,0.0744946300983429,1.0,0.07501598447561264,0.9984756112098694,1e-06
44,0.07430779933929443,0.999821126461029,0.07509354501962662,0.9984756112098694,1e-06
45,0.07470538467168808,0.9996421933174133,0.07480024546384811,0.9984756112098694,1e-06
46,0.07370772212743759,0.999821126461029,0.0746966004371643,0.9984756112098694,1e-06
47,0.07352378964424133,1.0,0.07446672767400742,0.9984756112098694,1e-06
48,0.07325473427772522,1.0,0.07422689348459244,0.9984756112098694,1e-06
49,0.07363130152225494,0.9996421933174133,0.07374586164951324,0.9984756112098694,1e-06
50,0.0729248896241188,1.0,0.07341047376394272,0.9984756112098694,1e-06
51,0.07248914986848831,1.0,0.07346083223819733,0.9984756112098694,1e-06
52,0.07246769964694977,0.999821126461029,0.07293981313705444,0.9984756112098694,1e-06
53,0.07164620608091354,1.0,0.07259504497051239,0.9984756112098694,1e-06
54,0.07190093398094177,1.0,0.07241340726613998,0.9984756112098694,1e-06
55,0.07167468965053558,1.0,0.072171151638031,0.9984756112098694,1e-06
56,0.07173624634742737,0.999821126461029,0.07181019335985184,0.9984756112098694,1e-06
57,0.07096576690673828,1.0,0.07169933617115021,0.9984756112098694,1e-06
58,0.0718296691775322,0.999821126461029,0.07147768884897232,0.9984756112098694,1e-06
59,0.07074730843305588,0.999821126461029,0.07116508483886719,0.9984756112098694,1e-06
60,0.07063259184360504,0.999821126461029,0.07124684005975723,0.9984756112098694,1e-06
61,0.06988971680402756,1.0,0.07108988612890244,0.9984756112098694,1e-06
62,0.06978565454483032,1.0,0.07069814205169678,0.9984756112098694,1e-06
63,0.07141246646642685,0.9996421933174133,0.07050788402557373,0.9984756112098694,1e-06
64,0.06935277581214905,1.0,0.07070440798997879,0.9984756112098694,1e-06
65,0.06937482208013535,1.0,0.07005515694618225,0.9984756112098694,1e-06
66,0.06896969676017761,0.999821126461029,0.06982514262199402,0.9984756112098694,1e-06
67,0.06877905130386353,1.0,0.0697956457734108,0.9984756112098694,1e-06
68,0.06831969320774078,1.0,0.06951463222503662,0.9984756112098694,1e-06
69,0.06889984756708145,0.999821126461029,0.06954300403594971,0.9984756112098694,1e-06
70,0.06870226562023163,0.999821126461029,0.06936180591583252,0.9984756112098694,1e-06
71,0.06837688386440277,0.999821126461029,0.06886570900678635,0.9984756112098694,1e-06
72,0.06860654801130295,0.9996421933174133,0.06857875734567642,0.9984756112098694,1e-06
73,0.06763754785060883,0.999821126461029,0.06839805096387863,0.9984756112098694,1e-06
74,0.06764062494039536,0.9996421933174133,0.0682472512125969,0.9984756112098694,1e-06
75,0.0679301992058754,0.9996421933174133,0.06788765639066696,0.9984756112098694,1e-06
76,0.06702494621276855,1.0,0.06769141554832458,0.9984756112098694,1e-06
77,0.06670121848583221,1.0,0.06764304637908936,0.9984756112098694,1e-06
78,0.06642910093069077,1.0,0.06735584884881973,0.9984756112098694,1e-06
79,0.06647886335849762,1.0,0.06707769632339478,0.9984756112098694,1e-06
80,0.0662016049027443,0.999821126461029,0.06710115075111389,0.9984756112098694,1e-06
81,0.06606973707675934,1.0,0.06663864850997925,0.9984756112098694,1e-06
82,0.06577697396278381,0.999821126461029,0.06681772321462631,0.9984756112098694,1e-06
83,0.0661248192191124,0.999821126461029,0.06650079041719437,0.9984756112098694,1e-06
84,0.06518884748220444,1.0,0.06636469811201096,0.9984756112098694,1e-06
85,0.0650518611073494,1.0,0.06609751284122467,0.9984756112098694,1e-06
86,0.06472073495388031,1.0,0.06600093841552734,0.9984756112098694,1e-06
87,0.06483496725559235,1.0,0.06573020666837692,0.9984756112098694,1e-06
88,0.06429148465394974,1.0,0.06531858444213867,0.9984756112098694,1e-06
89,0.06447034329175949,0.999821126461029,0.06524859368801117,0.9984756112098694,1e-06
90,0.06406737864017487,1.0,0.06507432460784912,0.9984756112098694,1e-06
91,0.06347443163394928,1.0,0.06509555131196976,0.9984756112098694,1e-06
92,0.06358949095010757,1.0,0.06468123942613602,0.9984756112098694,1e-06
93,0.06437986344099045,0.999821126461029,0.06448449194431305,0.9984756112098694,1e-06
94,0.06325693428516388,1.0,0.06436893343925476,0.9984756112098694,1e-06
95,0.06361883133649826,0.999821126461029,0.06430086493492126,0.9984756112098694,1e-06
96,0.06326137483119965,0.999821126461029,0.06408489495515823,0.9984756112098694,1e-06
97,0.0631222277879715,0.9994633197784424,0.06396901607513428,0.9984756112098694,1e-06
98,0.06252927333116531,1.0,0.06368749588727951,0.9984756112098694,1e-06
99,0.06233601272106171,1.0,0.06355331838130951,0.9984756112098694,1e-06
100,0.06268525868654251,0.999821126461029,0.06337010860443115,0.9984756112098694,1e-06
101,0.06282911449670792,0.9996421933174133,0.06349951773881912,0.9984756112098694,1e-06
102,0.06153494119644165,1.0,0.0632757842540741,0.9984756112098694,1e-06
103,0.061627138406038284,1.0,0.0632195845246315,0.9984756112098694,1e-06
104,0.06120814010500908,1.0,0.0626813992857933,0.9984756112098694,1e-06
105,0.06134488061070442,1.0,0.06281580030918121,0.9984756112098694,1e-06
106,0.06097980588674545,1.0,0.06241326779127121,0.9984756112098694,1e-06
